Date,Product,Region,Sales,Customer_Age,Customer_Gender,Customer_Satisfaction
5/10/2022,Widget D,East,332,35,Female,3.030036378
5/11/2022,Widget D,East,769,22,Male,2.605010333
5/12/2022,Widget A,East,536,53,Male,4.420313544
5/13/2022,Widget A,North,880,47,Female,2.727674125
5/14/2022,Widget A,West,632,62,Female,2.544396755
5/15/2022,Widget C,South,502,36,Female,3.759294772
5/16/2022,Widget A,South,152,40,Male,3.409764439
5/17/2022,Widget A,East,886,51,Female,1.428987334
5/18/2022,Widget A,South,412,30,Female,3.032675225
5/19/2022,Widget C,South,380,60,Female,3.941913553
5/20/2022,Widget A,West,825,46,Female,4.968299058
5/21/2022,Widget D,East,130,53,Male,3.516587336
5/22/2022,Widget A,West,436,39,Male,2.481172266
5/23/2022,Widget D,North,282,69,Female,1.904606399
5/24/2022,Widget D,North,122,69,Male,4.491320937
5/25/2022,Widget D,North,643,64,Male,4.258260848
5/26/2022,Widget C,East,545,53,Male,1.935691283
5/27/2022,Widget C,South,173,26,Female,1.802528361
5/28/2022,Widget C,East,109,56,Male,3.860547107
5/29/2022,Widget A,East,583,68,Male,2.259808248
5/30/2022,Widget D,South,555,36,Male,2.225595193
5/31/2022,Widget C,West,665,55,Female,1.609160988
6/1/2022,Widget C,North,663,23,Female,2.055902079
6/2/2022,Widget A,West,759,69,Male,2.71003023
6/3/2022,Widget C,North,259,64,Male,3.931353349
6/4/2022,Widget A,East,981,32,Female,2.345232378
6/5/2022,Widget B,North,113,37,Female,2.314417358
6/6/2022,Widget C,East,277,26,Male,2.13965301
6/7/2022,Widget B,West,511,49,Male,2.91313467
6/8/2022,Widget A,East,977,21,Female,1.722546792
6/9/2022,Widget D,West,152,67,Female,2.942522936
6/10/2022,Widget C,South,507,35,Male,3.816702225
6/11/2022,Widget A,South,946,22,Female,1.119162016
6/12/2022,Widget D,South,121,37,Male,1.039117521
6/13/2022,Widget D,East,129,40,Male,1.300491641
6/14/2022,Widget B,South,802,28,Male,3.142640247
6/15/2022,Widget A,North,359,54,Female,4.417820333
6/16/2022,Widget D,West,304,39,Male,1.019537864
6/17/2022,Widget C,West,158,21,Male,4.746645218
6/18/2022,Widget C,North,570,46,Female,1.425114046
6/19/2022,Widget B,East,875,61,Female,4.367934112
6/20/2022,Widget D,East,565,51,Male,2.93141906
6/21/2022,Widget A,West,111,30,Male,3.637429549
6/22/2022,Widget C,South,730,59,Female,3.042731938
6/23/2022,Widget D,East,389,26,Female,2.908192901
6/24/2022,Widget D,East,949,59,Female,4.339597713
6/25/2022,Widget B,North,859,48,Male,4.023545518
6/26/2022,Widget C,North,453,24,Male,2.933608946
6/27/2022,Widget C,South,738,21,Male,1.446543718
6/28/2022,Widget A,East,174,36,Female,1.461611837
6/29/2022,Widget C,East,972,59,Male,4.206157843
6/30/2022,Widget A,North,815,47,Female,3.117562485
7/1/2022,Widget C,East,660,48,Male,2.926356561
7/2/2022,Widget B,West,690,52,Female,3.722267365
7/3/2022,Widget C,North,540,38,Male,4.435366334
7/4/2022,Widget A,South,340,48,Male,3.515492578
7/5/2022,Widget A,North,960,36,Female,4.051391609
7/6/2022,Widget B,East,253,48,Female,4.061082096
7/7/2022,Widget C,South,885,49,Male,2.425045795
7/8/2022,Widget C,North,195,19,Female,2.096332783
7/9/2022,Widget B,West,825,69,Female,4.204656269
7/10/2022,Widget C,West,393,27,Male,2.508715167
7/11/2022,Widget C,North,308,19,Female,4.613344026
7/12/2022,Widget A,West,442,19,Male,1.278762787
7/13/2022,Widget C,West,187,41,Male,1.232870048
7/14/2022,Widget C,West,917,34,Female,4.70801664
7/15/2022,Widget B,South,875,49,Female,3.593819657
7/16/2022,Widget B,West,489,33,Male,2.518397426
7/17/2022,Widget D,West,424,33,Male,4.020241659
7/18/2022,Widget A,West,988,63,Male,3.68930724
7/19/2022,Widget C,South,931,56,Male,3.124804187
7/20/2022,Widget C,North,256,48,Male,1.395493371
7/21/2022,Widget D,East,767,60,Male,4.248718349
7/22/2022,Widget C,West,750,41,Female,4.464092763
7/23/2022,Widget A,North,732,18,Female,1.688674754
7/24/2022,Widget D,West,676,28,Female,4.402046608
7/25/2022,Widget A,South,718,38,Male,4.511389244
7/26/2022,Widget D,North,758,21,Female,3.197714449
7/27/2022,Widget D,South,236,24,Male,3.624716145
7/28/2022,Widget B,West,773,43,Male,2.52894928
7/29/2022,Widget A,West,527,64,Female,2.12716659
7/30/2022,Widget C,South,551,67,Male,3.887932588
7/31/2022,Widget C,East,711,29,Male,4.447500596
8/1/2022,Widget A,South,949,48,Male,3.616310212
8/2/2022,Widget C,West,918,34,Male,3.046362443
8/3/2022,Widget C,South,240,50,Male,1.635699067
8/4/2022,Widget A,East,182,28,Male,1.21383485
8/5/2022,Widget D,South,276,45,Female,2.782767161
8/6/2022,Widget A,East,297,49,Male,1.197398255
8/7/2022,Widget D,East,723,18,Male,3.277338528
8/8/2022,Widget C,South,667,64,Male,2.530916765
8/9/2022,Widget C,South,790,45,Male,4.028756479
8/10/2022,Widget C,North,520,59,Female,2.222593987
8/11/2022,Widget B,West,500,24,Female,3.371930804
8/12/2022,Widget D,East,797,19,Male,3.150734087
8/13/2022,Widget B,North,570,59,Male,1.018849702
8/14/2022,Widget B,South,317,41,Male,1.289557593
8/15/2022,Widget A,West,927,21,Female,2.16147285
8/16/2022,Widget B,North,828,61,Female,4.528940324
8/17/2022,Widget A,East,731,36,Female,1.58805982
8/18/2022,Widget A,North,274,43,Female,3.843577322
8/19/2022,Widget B,East,122,28,Male,4.893466265
8/20/2022,Widget D,South,824,57,Female,4.162270211
8/21/2022,Widget D,West,334,67,Female,1.971781447
8/22/2022,Widget D,West,112,60,Male,4.633461042
8/23/2022,Widget D,West,200,28,Male,1.372428626
8/24/2022,Widget D,South,635,62,Female,2.872567767
8/25/2022,Widget B,East,975,20,Female,4.550167631
8/26/2022,Widget B,South,622,29,Female,3.565062837
8/27/2022,Widget C,West,884,20,Female,2.654578259
8/28/2022,Widget D,South,551,59,Male,2.171251467
8/29/2022,Widget B,South,530,44,Male,2.500397621
8/30/2022,Widget C,South,892,66,Female,3.035767124
8/31/2022,Widget D,East,705,19,Female,2.276175719
9/1/2022,Widget A,North,812,66,Female,4.875871448
9/2/2022,Widget C,North,632,33,Female,4.732310612
9/3/2022,Widget B,South,951,19,Female,4.482685873
9/4/2022,Widget A,North,822,47,Male,2.687319342
9/5/2022,Widget A,North,751,37,Male,3.765207077
9/6/2022,Widget A,South,392,55,Male,4.611317228
9/7/2022,Widget C,South,909,45,Female,4.401717951
9/8/2022,Widget B,West,200,42,Female,2.657308056
9/9/2022,Widget A,North,601,49,Male,1.449544197
9/10/2022,Widget D,East,403,27,Male,1.302521455
9/11/2022,Widget A,South,970,59,Female,3.308256181
9/12/2022,Widget A,West,639,57,Male,3.570511741
9/13/2022,Widget C,East,652,50,Female,4.399370418
9/14/2022,Widget C,North,454,30,Female,2.170060081
9/15/2022,Widget B,West,402,58,Male,1.669881962
9/16/2022,Widget D,South,595,59,Male,2.516023333
9/17/2022,Widget C,East,757,64,Male,2.414300495
9/18/2022,Widget A,South,867,54,Female,1.529875816
9/19/2022,Widget B,North,326,33,Female,3.68913061
9/20/2022,Widget A,East,335,62,Male,3.034767763
9/21/2022,Widget A,North,972,39,Female,3.884491024
9/22/2022,Widget C,North,991,37,Female,2.410764481
9/23/2022,Widget B,West,554,67,Female,2.302808846
9/24/2022,Widget D,South,112,60,Male,2.890303412
9/25/2022,Widget D,East,309,44,Female,4.509629382
9/26/2022,Widget C,North,840,58,Male,1.161125227
9/27/2022,Widget C,North,496,33,Male,4.219331269
9/28/2022,Widget B,East,199,51,Female,2.475950451
9/29/2022,Widget D,North,130,49,Male,4.418476103
9/30/2022,Widget D,West,997,43,Female,4.208812035
10/1/2022,Widget D,West,627,42,Male,2.39504499
10/2/2022,Widget A,West,748,19,Male,3.775506141
10/3/2022,Widget D,West,428,29,Female,1.638531027
10/4/2022,Widget A,North,265,57,Male,4.585126209
10/5/2022,Widget B,East,558,26,Male,2.617964258
10/6/2022,Widget A,East,921,29,Male,2.822502461
10/7/2022,Widget B,East,199,43,Female,3.823036204
10/8/2022,Widget D,East,720,26,Female,4.283360947
10/9/2022,Widget D,South,954,27,Male,1.945370973
10/10/2022,Widget B,East,272,49,Male,3.64540056
10/11/2022,Widget C,South,848,51,Male,2.567992176
10/12/2022,Widget B,South,261,65,Female,2.474811696
10/13/2022,Widget C,West,827,37,Female,3.760103296
10/14/2022,Widget A,South,875,56,Male,2.548733097
10/15/2022,Widget A,North,362,19,Female,2.384434001
10/16/2022,Widget A,South,903,18,Female,4.343553633
10/17/2022,Widget D,West,373,68,Female,1.405104495
10/18/2022,Widget A,South,102,53,Female,3.703570491
10/19/2022,Widget C,North,127,41,Male,1.994901575
10/20/2022,Widget A,North,425,44,Female,1.061992967
10/21/2022,Widget B,North,248,19,Female,1.667057075
10/22/2022,Widget B,West,639,48,Male,3.426646119
10/23/2022,Widget D,West,587,31,Male,3.836508766
10/24/2022,Widget B,East,921,19,Female,1.084231134
10/25/2022,Widget C,West,537,46,Female,1.145701773
10/26/2022,Widget A,North,164,32,Male,4.610168459
10/27/2022,Widget D,North,455,29,Male,1.293223272
10/28/2022,Widget A,West,632,54,Male,4.576728634
10/29/2022,Widget A,South,351,45,Female,1.912663655
10/30/2022,Widget C,West,334,37,Female,3.960071201
10/31/2022,Widget B,West,326,56,Male,2.238932996
11/1/2022,Widget B,North,624,41,Female,4.435008102
11/2/2022,Widget A,East,412,38,Male,3.801819462
11/3/2022,Widget D,North,148,27,Female,2.607253834
11/4/2022,Widget B,East,217,63,Male,1.305209817
11/5/2022,Widget D,North,153,31,Male,3.930800735
11/6/2022,Widget B,West,749,54,Female,3.467539024
11/7/2022,Widget D,North,664,35,Female,1.011646871
11/8/2022,Widget C,North,143,41,Female,1.037679424
11/9/2022,Widget D,North,914,31,Female,4.235171893
11/10/2022,Widget C,West,152,51,Female,2.037598955
11/11/2022,Widget C,West,685,29,Female,3.544534671
11/12/2022,Widget D,West,657,39,Male,2.816857679
11/13/2022,Widget C,West,624,23,Female,4.453720058
11/14/2022,Widget A,East,776,53,Male,4.667844452
11/15/2022,Widget C,East,201,62,Male,4.987230851
11/16/2022,Widget B,South,891,53,Female,1.614736543
11/17/2022,Widget D,West,869,39,Male,4.451856186
11/18/2022,Widget A,East,948,31,Male,2.064085507
11/19/2022,Widget D,North,967,33,Female,3.3632635
11/20/2022,Widget B,West,497,53,Female,3.023091335
11/21/2022,Widget B,South,237,42,Female,1.071952526
11/22/2022,Widget B,South,774,49,Male,4.73108512
11/23/2022,Widget C,South,486,50,Female,1.313308221
11/24/2022,Widget C,North,210,62,Female,3.752875678
11/25/2022,Widget D,East,713,53,Female,4.140027345
11/26/2022,Widget D,North,116,37,Female,4.181151396
11/27/2022,Widget A,West,879,35,Male,1.541978076
11/28/2022,Widget A,South,281,55,Female,2.790279802
11/29/2022,Widget D,North,983,20,Male,4.317715482
11/30/2022,Widget C,North,635,40,Female,2.210716842
12/1/2022,Widget B,East,640,49,Male,2.870994701
12/2/2022,Widget D,East,270,62,Male,2.091175571
12/3/2022,Widget A,South,508,33,Male,2.854205672
12/4/2022,Widget C,North,839,22,Female,4.55135169
12/5/2022,Widget D,North,477,21,Male,2.820496924
12/6/2022,Widget D,East,287,38,Female,3.223648068
12/7/2022,Widget C,North,957,57,Female,2.615905133
12/8/2022,Widget D,North,329,68,Female,2.840468733
12/9/2022,Widget C,North,932,31,Female,1.060696796
12/10/2022,Widget B,East,951,56,Female,2.13498204
12/11/2022,Widget C,South,218,48,Male,2.746326887
12/12/2022,Widget C,West,255,31,Female,3.535187904
12/13/2022,Widget C,South,883,23,Male,2.800207722
12/14/2022,Widget D,West,786,29,Male,2.351268173
12/15/2022,Widget D,North,564,33,Male,2.552394941
12/16/2022,Widget C,South,203,34,Male,1.969173317
12/17/2022,Widget D,West,703,62,Male,4.697977131
12/18/2022,Widget A,East,797,40,Male,3.086972903
12/19/2022,Widget A,East,894,31,Male,1.053637815
12/20/2022,Widget D,South,601,24,Female,1.077785034
12/21/2022,Widget D,South,792,63,Male,4.89184654
12/22/2022,Widget C,North,781,49,Female,1.885803565
12/23/2022,Widget B,South,798,32,Male,4.222433155
12/24/2022,Widget D,North,274,61,Male,1.233101206
12/25/2022,Widget A,North,833,34,Male,4.684650947
12/26/2022,Widget C,East,844,58,Male,4.497668015
12/27/2022,Widget D,East,773,64,Female,3.28437265
12/28/2022,Widget A,West,520,61,Female,1.035994629
12/29/2022,Widget A,East,233,51,Female,2.031243496
12/30/2022,Widget B,East,490,22,Male,2.62729059
12/31/2022,Widget C,South,835,62,Male,2.840256467
1/1/2023,Widget C,East,600,44,Male,2.190715034
1/2/2023,Widget B,West,764,69,Female,1.131791473
1/3/2023,Widget B,South,132,40,Male,3.360509624
1/4/2023,Widget C,West,154,57,Female,3.096618671
1/5/2023,Widget C,East,618,31,Female,2.132002542
1/6/2023,Widget D,West,855,32,Male,1.15190387
1/7/2023,Widget D,South,924,60,Male,4.978376749
1/8/2023,Widget B,North,737,50,Female,2.927944747
1/9/2023,Widget D,West,111,48,Female,4.024016967
1/10/2023,Widget A,West,627,52,Female,2.80925614
1/11/2023,Widget D,South,819,34,Male,1.172681163
1/12/2023,Widget D,South,654,45,Male,2.23840298
1/13/2023,Widget A,West,472,36,Male,2.280440564
1/14/2023,Widget B,East,583,63,Male,4.353411616
1/15/2023,Widget A,West,746,40,Male,3.616919912
1/16/2023,Widget D,South,327,49,Male,2.101719615
1/17/2023,Widget B,North,722,57,Female,4.870959819
1/18/2023,Widget D,North,406,30,Female,2.28616733
1/19/2023,Widget A,East,556,37,Female,4.992936103
1/20/2023,Widget A,West,259,52,Male,4.984654773
1/21/2023,Widget D,North,430,22,Female,1.764842071
1/22/2023,Widget C,West,875,26,Male,2.250964465
1/23/2023,Widget C,South,324,46,Male,2.944176794
1/24/2023,Widget A,North,828,23,Female,3.656402685
1/25/2023,Widget A,East,603,42,Male,3.112189796
1/26/2023,Widget C,South,555,48,Female,4.877765877
1/27/2023,Widget C,East,144,39,Female,3.895956657
1/28/2023,Widget D,South,313,19,Male,1.848179398
1/29/2023,Widget D,North,158,62,Female,1.420390201
1/30/2023,Widget C,East,743,22,Female,3.753605163
1/31/2023,Widget D,East,715,44,Female,1.633809761
2/1/2023,Widget D,South,294,42,Female,4.150707361
2/2/2023,Widget B,East,588,25,Male,2.244146669
2/3/2023,Widget D,South,256,18,Female,2.307573052
2/4/2023,Widget A,South,709,37,Female,1.04319357
2/5/2023,Widget D,South,325,61,Female,3.804045068
2/6/2023,Widget D,South,511,40,Male,1.453079012
2/7/2023,Widget C,North,304,49,Female,4.09152231
2/8/2023,Widget A,South,178,28,Male,2.967471288
2/9/2023,Widget D,West,223,56,Female,4.13711926
2/10/2023,Widget D,East,570,64,Female,3.335706157
2/11/2023,Widget B,West,317,41,Female,1.329733088
2/12/2023,Widget D,North,615,28,Male,4.062609347
2/13/2023,Widget D,West,701,46,Male,1.27919794
2/14/2023,Widget B,East,203,43,Male,2.914806882
2/15/2023,Widget C,West,492,33,Male,1.689396857
2/16/2023,Widget D,North,730,52,Male,4.009340712
2/17/2023,Widget B,South,744,37,Male,4.646364911
2/18/2023,Widget A,West,923,63,Female,3.216504653
2/19/2023,Widget C,North,707,20,Male,3.108589177
2/20/2023,Widget A,North,533,18,Female,4.055852785
2/21/2023,Widget A,East,430,64,Male,1.020315252
2/22/2023,Widget B,East,242,18,Male,4.671034571
2/23/2023,Widget D,West,899,34,Male,1.789795268
2/24/2023,Widget B,South,639,19,Female,4.936475535
2/25/2023,Widget B,North,377,46,Male,3.945015792
2/26/2023,Widget B,West,332,37,Male,4.097004591
2/27/2023,Widget B,North,628,23,Female,3.624811921
2/28/2023,Widget C,North,670,25,Female,2.886652731
3/1/2023,Widget D,South,189,46,Female,3.286510773
3/2/2023,Widget A,South,591,65,Female,1.185611544
3/3/2023,Widget A,West,298,68,Male,3.495838038
3/4/2023,Widget D,South,461,50,Female,3.504392408
3/5/2023,Widget A,South,540,20,Male,4.56480319
3/6/2023,Widget D,West,125,52,Male,3.02262543
3/7/2023,Widget A,South,124,22,Female,1.308577496
3/8/2023,Widget B,East,493,44,Male,2.224783682
3/9/2023,Widget A,North,606,61,Female,3.622517648
3/10/2023,Widget D,North,400,29,Male,1.957035451
3/11/2023,Widget D,North,438,37,Female,2.122111287
3/12/2023,Widget D,North,366,62,Female,4.281876065
3/13/2023,Widget D,West,560,37,Female,3.337278927
3/14/2023,Widget D,North,792,26,Female,3.034109727
3/15/2023,Widget C,North,555,56,Female,2.273807867
3/16/2023,Widget C,North,459,21,Female,3.923712144
3/17/2023,Widget A,North,167,68,Male,2.150873738
3/18/2023,Widget D,East,962,36,Male,3.948254071
3/19/2023,Widget A,North,511,55,Male,1.280405921
3/20/2023,Widget D,East,590,44,Female,4.458165366
3/21/2023,Widget D,West,932,62,Male,2.998265854
3/22/2023,Widget C,South,148,60,Female,2.754032067
3/23/2023,Widget C,North,786,30,Male,3.444093646
3/24/2023,Widget B,South,663,30,Male,3.496768292
3/25/2023,Widget C,South,201,39,Female,1.528140708
3/26/2023,Widget B,West,315,45,Male,4.024934359
3/27/2023,Widget B,South,537,69,Male,2.103713192
3/28/2023,Widget B,East,799,64,Male,4.619847521
3/29/2023,Widget B,South,668,62,Female,4.271402654
3/30/2023,Widget B,South,658,39,Male,2.385064166
3/31/2023,Widget A,South,258,60,Female,4.230957173
4/1/2023,Widget C,North,588,36,Male,2.425561997
4/2/2023,Widget B,North,785,25,Male,1.403790727
4/3/2023,Widget D,East,341,69,Male,4.847552955
4/4/2023,Widget C,East,893,25,Male,3.610408061
4/5/2023,Widget C,North,852,59,Female,2.824398107
4/6/2023,Widget B,East,981,43,Male,2.591093406
4/7/2023,Widget A,North,104,65,Female,2.298821337
4/8/2023,Widget B,West,695,68,Female,4.925790382
4/9/2023,Widget A,South,919,43,Male,1.538989061
4/10/2023,Widget D,South,460,40,Male,2.259220236
4/11/2023,Widget C,East,558,60,Female,2.941990561
4/12/2023,Widget D,North,347,30,Female,2.91199818
4/13/2023,Widget A,North,665,45,Male,2.885465938
4/14/2023,Widget A,East,772,26,Male,1.703135263
4/15/2023,Widget D,North,521,37,Male,1.579730108
4/16/2023,Widget A,West,837,36,Male,2.019070345
4/17/2023,Widget D,South,114,65,Male,4.658104615
4/18/2023,Widget C,East,835,56,Female,1.452211871
4/19/2023,Widget D,East,672,68,Male,4.029700413
4/20/2023,Widget C,North,221,29,Male,4.030193573
4/21/2023,Widget D,East,376,32,Female,4.239081616
4/22/2023,Widget A,West,657,48,Male,4.546461956
4/23/2023,Widget D,North,552,31,Male,2.05214471
4/24/2023,Widget A,North,489,28,Female,1.898237877
4/25/2023,Widget D,North,393,43,Male,2.862022666
4/26/2023,Widget D,North,673,59,Female,2.060356675
4/27/2023,Widget B,West,697,44,Male,3.937239956
4/28/2023,Widget A,North,545,28,Male,3.543758307
4/29/2023,Widget B,East,309,55,Male,4.499950752
4/30/2023,Widget A,West,689,51,Female,1.330953214
5/1/2023,Widget B,South,813,60,Female,4.660333333
5/2/2023,Widget C,South,401,36,Female,2.173394507
5/3/2023,Widget D,East,322,23,Female,2.962777384
5/4/2023,Widget A,East,833,63,Male,2.754445744
5/5/2023,Widget A,West,102,69,Female,4.041246604
5/6/2023,Widget D,South,617,55,Female,2.681333238
5/7/2023,Widget A,South,192,66,Female,4.774212583
5/8/2023,Widget A,South,619,59,Male,4.610135531
5/9/2023,Widget B,South,527,45,Male,4.488644608
5/10/2023,Widget A,South,592,18,Female,1.285033331
5/11/2023,Widget C,North,334,52,Female,4.417032246
5/12/2023,Widget C,East,719,57,Male,4.126541782
5/13/2023,Widget D,North,260,25,Female,1.414051788
5/14/2023,Widget A,South,820,69,Female,1.429657302
5/15/2023,Widget D,West,851,64,Female,1.404655246
5/16/2023,Widget C,West,430,24,Female,1.045330373
5/17/2023,Widget A,South,432,28,Male,3.194537221
5/18/2023,Widget A,South,149,56,Male,4.893577166
5/19/2023,Widget D,West,622,21,Male,2.754738812
5/20/2023,Widget C,North,962,42,Female,3.163030008
5/21/2023,Widget A,North,767,29,Female,4.871879187
5/22/2023,Widget D,South,591,43,Male,2.020728915
5/23/2023,Widget C,North,681,55,Male,4.43388101
5/24/2023,Widget D,West,780,63,Male,3.185561869
5/25/2023,Widget B,North,371,29,Female,3.277906059
5/26/2023,Widget A,South,679,60,Male,2.372695429
5/27/2023,Widget B,West,966,68,Female,3.246337444
5/28/2023,Widget C,North,351,54,Female,1.292570038
5/29/2023,Widget B,East,659,63,Male,4.05857429
5/30/2023,Widget B,West,795,41,Male,2.138751046
